Front;Back;LessonID;TopicTags;Family;Category
le combat;le combat;1;auto_frequency,source_words_txt,auto_no_translation;le combat;Lesson 1
l'autorité;l'autorité;2;auto_frequency,source_words_txt,auto_no_translation;l'autorité;Lesson 2
la nation;la nation;3;auto_frequency,source_words_txt,auto_no_translation;la nation;Lesson 3
le crime;le crime;4;auto_frequency,source_words_txt,auto_no_translation;le crime;Lesson 4
le juge;le juge;5;auto_frequency,source_words_txt,auto_no_translation;le juge;Lesson 5
le remède;le remède;6;auto_frequency,source_words_txt,auto_no_translation;le remède;Lesson 6
prévenir;prévenir;7;auto_frequency,source_words_txt,auto_no_translation;prévenir;Lesson 7
soumettre;soumettre;8;auto_frequency,source_words_txt,auto_no_translation;soumettre;Lesson 8
transmettre;transmettre;9;auto_frequency,source_words_txt,auto_no_translation;transmettre;Lesson 9
émettre;émettre;10;auto_frequency,source_words_txt,auto_no_translation;émettre;Lesson 10
séduire;séduire;11;auto_frequency,source_words_txt,auto_no_translation;séduire;Lesson 11
nuire;nuire;12;auto_frequency,source_words_txt,auto_no_translation;nuire;Lesson 12
redouter;redouter;1;auto_frequency,source_words_txt,auto_no_translation;redouter;Lesson 1
mépriser;mépriser;2;auto_frequency,source_words_txt,auto_no_translation;mépriser;Lesson 2
le navire;le navire;3;auto_frequency,source_words_txt,auto_no_translation;le navire;Lesson 3
l'univers;l'univers;4;auto_frequency,source_words_txt,auto_no_translation;l'univers;Lesson 4
apercevoir;apercevoir;5;auto_frequency,source_words_txt,auto_no_translation;apercevoir;Lesson 5
examiner;examiner;6;auto_frequency,source_words_txt,auto_no_translation;examiner;Lesson 6
manifester;manifester;7;auto_frequency,source_words_txt,auto_no_translation;manifester;Lesson 7
indispensable;indispensable;8;auto_frequency,source_words_txt,auto_no_translation;indispensable;Lesson 8
immobile;immobile;9;auto_frequency,source_words_txt,auto_no_translation;immobile;Lesson 9
vif;vif;10;auto_frequency,source_words_txt,auto_no_translation;vif;Lesson 10
diriger;diriger;11;auto_frequency,source_words_txt,auto_no_translation;diriger;Lesson 11
vaincre;vaincre;12;auto_frequency,source_words_txt,auto_no_translation;vaincre;Lesson 12
la foule;la foule;1;auto_frequency,source_words_txt,auto_no_translation;la foule;Lesson 1
l'intention;l'intention;2;auto_frequency,source_words_txt,auto_no_translation;l'intention;Lesson 2
vibrer;vibrer;3;auto_frequency,source_words_txt,auto_no_translation;vibrer;Lesson 3
frotter;frotter;4;auto_frequency,source_words_txt,auto_no_translation;frotter;Lesson 4
briser;briser;5;auto_frequency,source_words_txt,auto_no_translation;briser;Lesson 5
déchirer;déchirer;6;auto_frequency,source_words_txt,auto_no_translation;déchirer;Lesson 6
l'inconvénient;l'inconvénient;7;auto_frequency,source_words_txt,auto_no_translation;l'inconvénient;Lesson 7
le profit;le profit;8;auto_frequency,source_words_txt,auto_no_translation;le profit;Lesson 8
le bénéfice;le bénéfice;9;auto_frequency,source_words_txt,auto_no_translation;le bénéfice;Lesson 9
l'échec;l'échec;10;auto_frequency,source_words_txt,auto_no_translation;l'échec;Lesson 10
le dommage;le dommage;11;auto_frequency,source_words_txt,auto_no_translation;le dommage;Lesson 11
unir;unir;12;auto_frequency,source_words_txt,auto_no_translation;unir;Lesson 12
mêler;mêler;1;auto_frequency,source_words_txt,auto_no_translation;mêler;Lesson 1
distinguer;distinguer;2;auto_frequency,source_words_txt,auto_no_translation;distinguer;Lesson 2
opposer;opposer;3;auto_frequency,source_words_txt,auto_no_translation;opposer;Lesson 3
l'union;l'union;4;auto_frequency,source_words_txt,auto_no_translation;l'union;Lesson 4
le conflit;le conflit;5;auto_frequency,source_words_txt,auto_no_translation;le conflit;Lesson 5
refléter;refléter;6;auto_frequency,source_words_txt,auto_no_translation;refléter;Lesson 6
illustrer;illustrer;7;auto_frequency,source_words_txt,auto_no_translation;illustrer;Lesson 7
constituer;constituer;8;auto_frequency,source_words_txt,auto_no_translation;constituer;Lesson 8
le souffle;le souffle;9;auto_frequency,source_words_txt,auto_no_translation;le souffle;Lesson 9
particulièrement;particulièrement;10;auto_frequency,source_words_txt,auto_no_translation;particulièrement;Lesson 10
l'industrie;l'industrie;11;auto_frequency,source_words_txt,auto_no_translation;l'industrie;Lesson 11
hurler;hurler;12;auto_frequency,source_words_txt,auto_no_translation;hurler;Lesson 12
chuchoter;chuchoter;1;auto_frequency,source_words_txt,auto_no_translation;chuchoter;Lesson 1
avare;avare;2;auto_frequency,source_words_txt,auto_no_translation;avare;Lesson 2
franc;franc;3;auto_frequency,source_words_txt,auto_no_translation;franc;Lesson 3
modeste;modeste;4;auto_frequency,source_words_txt,auto_no_translation;modeste;Lesson 4
l'acier;l'acier;5;auto_frequency,source_words_txt,auto_no_translation;l'acier;Lesson 5
le cuivre;le cuivre;6;auto_frequency,source_words_txt,auto_no_translation;le cuivre;Lesson 6
le plomb;le plomb;7;auto_frequency,source_words_txt,auto_no_translation;le plomb;Lesson 7
l'atelier;l'atelier;8;auto_frequency,source_words_txt,auto_no_translation;l'atelier;Lesson 8
le chantier;le chantier;9;auto_frequency,source_words_txt,auto_no_translation;le chantier;Lesson 9
démissionner;démissionner;10;auto_frequency,source_words_txt,auto_no_translation;démissionner;Lesson 10
investir;investir;11;auto_frequency,source_words_txt,auto_no_translation;investir;Lesson 11
la plaine;la plaine;12;auto_frequency,source_words_txt,auto_no_translation;la plaine;Lesson 12
nettement;nettement;1;auto_frequency,source_words_txt,auto_no_translation;nettement;Lesson 1
vivement;vivement;2;auto_frequency,source_words_txt,auto_no_translation;vivement;Lesson 2
faiblement;faiblement;3;auto_frequency,source_words_txt,auto_no_translation;faiblement;Lesson 3
étroitement;étroitement;4;auto_frequency,source_words_txt,auto_no_translation;étroitement;Lesson 4
hautement;hautement;5;auto_frequency,source_words_txt,auto_no_translation;hautement;Lesson 5
supplier;supplier;6;auto_frequency,source_words_txt,auto_no_translation;supplier;Lesson 6
avouer;avouer;7;auto_frequency,source_words_txt,auto_no_translation;avouer;Lesson 7
nier;nier;8;auto_frequency,source_words_txt,auto_no_translation;nier;Lesson 8
le ministre;le ministre;9;auto_frequency,source_words_txt,auto_no_translation;le ministre;Lesson 9
le député;le député;10;auto_frequency,source_words_txt,auto_no_translation;le député;Lesson 10
la démocratie;la démocratie;11;auto_frequency,source_words_txt,auto_no_translation;la démocratie;Lesson 11
obscur;obscur;12;auto_frequency,source_words_txt,auto_no_translation;obscur;Lesson 12
transparent;transparent;1;auto_frequency,source_words_txt,auto_no_translation;transparent;Lesson 1
lisse;lisse;2;auto_frequency,source_words_txt,auto_no_translation;lisse;Lesson 2
ordonner;ordonner;3;auto_frequency,source_words_txt,auto_no_translation;ordonner;Lesson 3
forcer;forcer;4;auto_frequency,source_words_txt,auto_no_translation;forcer;Lesson 4
partiellement;partiellement;5;auto_frequency,source_words_txt,auto_no_translation;partiellement;Lesson 5
essentiellement;essentiellement;6;auto_frequency,source_words_txt,auto_no_translation;essentiellement;Lesson 6
analyser;analyser;7;auto_frequency,source_words_txt,auto_no_translation;analyser;Lesson 7
résoudre;résoudre;8;auto_frequency,source_words_txt,auto_no_translation;résoudre;Lesson 8
la philosophie;la philosophie;9;auto_frequency,source_words_txt,auto_no_translation;la philosophie;Lesson 9
savant;savant;10;auto_frequency,source_words_txt,auto_no_translation;savant;Lesson 10
habile;habile;11;auto_frequency,source_words_txt,auto_no_translation;habile;Lesson 11
perfectionner;perfectionner;12;auto_frequency,source_words_txt,auto_no_translation;perfectionner;Lesson 12
adapter;adapter;1;auto_frequency,source_words_txt,auto_no_translation;adapter;Lesson 1
évoluer;évoluer;2;auto_frequency,source_words_txt,auto_no_translation;évoluer;Lesson 2
le record;le record;3;auto_frequency,source_words_txt,auto_no_translation;le record;Lesson 3
inclure;inclure;4;auto_frequency,source_words_txt,auto_no_translation;inclure;Lesson 4
exclure;exclure;5;auto_frequency,source_words_txt,auto_no_translation;exclure;Lesson 5
la serrure;la serrure;6;auto_frequency,source_words_txt,auto_no_translation;la serrure;Lesson 6
rigide;rigide;7;auto_frequency,source_words_txt,auto_no_translation;rigide;Lesson 7
déconseiller;déconseiller;8;auto_frequency,source_words_txt,auto_no_translation;déconseiller;Lesson 8
la croyance;la croyance;9;auto_frequency,source_words_txt,auto_no_translation;la croyance;Lesson 9
le miracle;le miracle;10;auto_frequency,source_words_txt,auto_no_translation;le miracle;Lesson 10
le prêtre;le prêtre;11;auto_frequency,source_words_txt,auto_no_translation;le prêtre;Lesson 11
le saint;le saint;12;auto_frequency,source_words_txt,auto_no_translation;le saint;Lesson 12
dorénavant;dorénavant;1;auto_frequency,source_words_txt,auto_no_translation;dorénavant;Lesson 1
désormais;désormais;2;auto_frequency,source_words_txt,auto_no_translation;désormais;Lesson 2
soudainement;soudainement;3;auto_frequency,source_words_txt,auto_no_translation;soudainement;Lesson 3
brusquement;brusquement;4;auto_frequency,source_words_txt,auto_no_translation;brusquement;Lesson 4
le journalisme;le journalisme;5;auto_frequency,source_words_txt,auto_no_translation;le journalisme;Lesson 5
explorer;explorer;6;auto_frequency,source_words_txt,auto_no_translation;explorer;Lesson 6
s'envoler;s'envoler;7;auto_frequency,source_words_txt,auto_no_translation;s'envoler;Lesson 7
l'angoisse;l'angoisse;8;auto_frequency,source_words_txt,auto_no_translation;l'angoisse;Lesson 8
durable;durable;9;auto_frequency,source_words_txt,auto_no_translation;durable;Lesson 9
préserver;préserver;10;auto_frequency,source_words_txt,auto_no_translation;préserver;Lesson 10
la ressource;la ressource;11;auto_frequency,source_words_txt,auto_no_translation;la ressource;Lesson 11
l'enseignement;l'enseignement;12;auto_frequency,source_words_txt,auto_no_translation;l'enseignement;Lesson 12
l'apprentissage;l'apprentissage;1;auto_frequency,source_words_txt,auto_no_translation;l'apprentissage;Lesson 1
facultatif;facultatif;2;auto_frequency,source_words_txt,auto_no_translation;facultatif;Lesson 2
la passion;la passion;3;auto_frequency,source_words_txt,auto_no_translation;la passion;Lesson 3
le chagrin;le chagrin;4;auto_frequency,source_words_txt,auto_no_translation;le chagrin;Lesson 4
éprouver;éprouver;5;auto_frequency,source_words_txt,auto_no_translation;éprouver;Lesson 5
piloter;piloter;6;auto_frequency,source_words_txt,auto_no_translation;piloter;Lesson 6
la performance;la performance;7;auto_frequency,source_words_txt,auto_no_translation;la performance;Lesson 7
le rendement;le rendement;8;auto_frequency,source_words_txt,auto_no_translation;le rendement;Lesson 8
le savoir-faire;le savoir-faire;9;auto_frequency,source_words_txt,auto_no_translation;le savoir-faire;Lesson 9
l'aptitude;l'aptitude;10;auto_frequency,source_words_txt,auto_no_translation;l'aptitude;Lesson 10
l'ambition;l'ambition;11;auto_frequency,source_words_txt,auto_no_translation;l'ambition;Lesson 11
le bronze;le bronze;12;auto_frequency,source_words_txt,auto_no_translation;le bronze;Lesson 12
entretenir;entretenir;1;auto_frequency,source_words_txt,auto_no_translation;entretenir;Lesson 1
démolir;démolir;2;auto_frequency,source_words_txt,auto_no_translation;démolir;Lesson 2
l'immigré;l'immigré;3;auto_frequency,source_words_txt,auto_no_translation;l'immigré;Lesson 3
le réfugié;le réfugié;4;auto_frequency,source_words_txt,auto_no_translation;le réfugié;Lesson 4
pleinement;pleinement;5;auto_frequency,source_words_txt,auto_no_translation;pleinement;Lesson 5
sévèrement;sévèrement;6;auto_frequency,source_words_txt,auto_no_translation;sévèrement;Lesson 6
le tournevis;le tournevis;7;auto_frequency,source_words_txt,auto_no_translation;le tournevis;Lesson 7
la pince;la pince;8;auto_frequency,source_words_txt,auto_no_translation;la pince;Lesson 8
la scie;la scie;9;auto_frequency,source_words_txt,auto_no_translation;la scie;Lesson 9
la hache;la hache;10;auto_frequency,source_words_txt,auto_no_translation;la hache;Lesson 10
estimer;estimer;11;auto_frequency,source_words_txt,auto_no_translation;estimer;Lesson 11
soustraire;soustraire;12;auto_frequency,source_words_txt,auto_no_translation;soustraire;Lesson 12
la saveur;la saveur;1;auto_frequency,source_words_txt,auto_no_translation;la saveur;Lesson 1
fade;fade;2;auto_frequency,source_words_txt,auto_no_translation;fade;Lesson 2
la sécheresse;la sécheresse;3;auto_frequency,source_words_txt,auto_no_translation;la sécheresse;Lesson 3
l'éclair;l'éclair;4;auto_frequency,source_words_txt,auto_no_translation;l'éclair;Lesson 4
le tonnerre;le tonnerre;5;auto_frequency,source_words_txt,auto_no_translation;le tonnerre;Lesson 5
le destin;le destin;6;auto_frequency,source_words_txt,auto_no_translation;le destin;Lesson 6
l'énigme;l'énigme;7;auto_frequency,source_words_txt,auto_no_translation;l'énigme;Lesson 7
l'illusion;l'illusion;8;auto_frequency,source_words_txt,auto_no_translation;l'illusion;Lesson 8
la savane;la savane;9;auto_frequency,source_words_txt,auto_no_translation;la savane;Lesson 9
la semence;la semence;10;auto_frequency,source_words_txt,auto_no_translation;la semence;Lesson 10
le zinc;le zinc;11;auto_frequency,source_words_txt,auto_no_translation;le zinc;Lesson 11
le matériau;le matériau;12;auto_frequency,source_words_txt,auto_no_translation;le matériau;Lesson 12
la substance;la substance;1;auto_frequency,source_words_txt,auto_no_translation;la substance;Lesson 1
la structure;la structure;2;auto_frequency,source_words_txt,auto_no_translation;la structure;Lesson 2
la composition;la composition;3;auto_frequency,source_words_txt,auto_no_translation;la composition;Lesson 3
la texture;la texture;4;auto_frequency,source_words_txt,auto_no_translation;la texture;Lesson 4
la propriété;la propriété;5;auto_frequency,source_words_txt,auto_no_translation;la propriété;Lesson 5
le capital;le capital;6;auto_frequency,source_words_txt,auto_no_translation;le capital;Lesson 6
l'investissement;l'investissement;7;auto_frequency,source_words_txt,auto_no_translation;l'investissement;Lesson 7
la dette;la dette;8;auto_frequency,source_words_txt,auto_no_translation;la dette;Lesson 8
justifier;justifier;9;auto_frequency,source_words_txt,auto_no_translation;justifier;Lesson 9
argumenter;argumenter;10;auto_frequency,source_words_txt,auto_no_translation;argumenter;Lesson 10
démontrer;démontrer;11;auto_frequency,source_words_txt,auto_no_translation;démontrer;Lesson 11
persuader;persuader;12;auto_frequency,source_words_txt,auto_no_translation;persuader;Lesson 12
contredire;contredire;1;auto_frequency,source_words_txt,auto_no_translation;contredire;Lesson 1
approuver;approuver;2;auto_frequency,source_words_txt,auto_no_translation;approuver;Lesson 2
la sculpture;la sculpture;3;auto_frequency,source_words_txt,auto_no_translation;la sculpture;Lesson 3
lourdement;lourdement;4;auto_frequency,source_words_txt,auto_no_translation;lourdement;Lesson 4
profondément;profondément;5;auto_frequency,source_words_txt,auto_no_translation;profondément;Lesson 5
le fonctionnaire;le fonctionnaire;6;auto_frequency,source_words_txt,auto_no_translation;le fonctionnaire;Lesson 6
le cachet;le cachet;7;auto_frequency,source_words_txt,auto_no_translation;le cachet;Lesson 7
la procédure;la procédure;8;auto_frequency,source_words_txt,auto_no_translation;la procédure;Lesson 8
consacrer;consacrer;9;auto_frequency,source_words_txt,auto_no_translation;consacrer;Lesson 9
dédier;dédier;10;auto_frequency,source_words_txt,auto_no_translation;dédier;Lesson 10
sacrifier;sacrifier;11;auto_frequency,source_words_txt,auto_no_translation;sacrifier;Lesson 11
contribuer;contribuer;12;auto_frequency,source_words_txt,auto_no_translation;contribuer;Lesson 12
favoriser;favoriser;1;auto_frequency,source_words_txt,auto_no_translation;favoriser;Lesson 1
le tribunal;le tribunal;2;auto_frequency,source_words_txt,auto_no_translation;le tribunal;Lesson 2
le procès;le procès;3;auto_frequency,source_words_txt,auto_no_translation;le procès;Lesson 3
le témoin;le témoin;4;auto_frequency,source_words_txt,auto_no_translation;le témoin;Lesson 4
l'accusé;l'accusé;5;auto_frequency,source_words_txt,auto_no_translation;l'accusé;Lesson 5
la condamnation;la condamnation;6;auto_frequency,source_words_txt,auto_no_translation;la condamnation;Lesson 6
l'amende;l'amende;7;auto_frequency,source_words_txt,auto_no_translation;l'amende;Lesson 7
véritablement;véritablement;8;auto_frequency,source_words_txt,auto_no_translation;véritablement;Lesson 8
théoriquement;théoriquement;9;auto_frequency,source_words_txt,auto_no_translation;théoriquement;Lesson 9
notamment;notamment;10;auto_frequency,source_words_txt,auto_no_translation;notamment;Lesson 10
l'hygiène;l'hygiène;11;auto_frequency,source_words_txt,auto_no_translation;l'hygiène;Lesson 11
la thérapie;la thérapie;12;auto_frequency,source_words_txt,auto_no_translation;la thérapie;Lesson 12
la cure;la cure;1;auto_frequency,source_words_txt,auto_no_translation;la cure;Lesson 1
soulager;soulager;2;auto_frequency,source_words_txt,auto_no_translation;soulager;Lesson 2
opérer;opérer;3;auto_frequency,source_words_txt,auto_no_translation;opérer;Lesson 3
diagnostiquer;diagnostiquer;4;auto_frequency,source_words_txt,auto_no_translation;diagnostiquer;Lesson 4
prescrire;prescrire;5;auto_frequency,source_words_txt,auto_no_translation;prescrire;Lesson 5
contaminer;contaminer;6;auto_frequency,source_words_txt,auto_no_translation;contaminer;Lesson 6
la finance;la finance;7;auto_frequency,source_words_txt,auto_no_translation;la finance;Lesson 7
la production;la production;8;auto_frequency,source_words_txt,auto_no_translation;la production;Lesson 8
la consommation;la consommation;9;auto_frequency,source_words_txt,auto_no_translation;la consommation;Lesson 9
la croissance;la croissance;10;auto_frequency,source_words_txt,auto_no_translation;la croissance;Lesson 10
la crise;la crise;11;auto_frequency,source_words_txt,auto_no_translation;la crise;Lesson 11
le chômage;le chômage;12;auto_frequency,source_words_txt,auto_no_translation;le chômage;Lesson 12
publiquement;publiquement;1;auto_frequency,source_words_txt,auto_no_translation;publiquement;Lesson 1
globalement;globalement;2;auto_frequency,source_words_txt,auto_no_translation;globalement;Lesson 2
